LTG_ID,LTG_START,LTG_ZIEL,WIDERSTAND_R_SUM_OHM,REAKTANZ_X_SUM_OHM,NENNSTROM_MIN_A,ERSCHL_STROM_SUM_A,LAENGE_SUM_KM,BAUJAHR_MIN,QUERSCHNITT_MIN_MM2
RM51,UW-067862,ON-067728,1.9717,0.9415,208,19.2217,7.4420,1967,95
RM61,UW-067862,ON-067747,1.3994,0.6437,251,12.6066,5.0390,1978,95
RM62,ON-067747,ON-067670,0.6793,0.2870,208,6.3937,2.2040,1971,95
RM63,ON-067747,ON-067655,0.5550,0.2292,251,4.0923,1.7390,1977,95
RM71,UW-067862,ON-067393,0.4166,0.2444,319,5.5833,2.0230,2002,150
RM72,ON-067393,ON-067398,0.2761,0.1137,251,2.0287,0.8630,1989,95
RM73,ON-067393,ON-067061,1.2344,0.6766,251,14.8762,5.5180,1900,95
RM74,SA-068055,ON-067393,1.1465,0.5494,208,11.4499,4.3510,1971,95
RN01,UW-066998,SA-067651,2.4032,1.2510,213,26.8787,10.1040,1969,95
RN0X,UW-066998,ON-003653,0.0002,0.0001,319,0.0027,0.0010,,150
RN0Y,UW-066998,ON-003652,0.0002,0.0001,319,0.0027,0.0010,,150
RN0Z,UW-066998,ON-024144,0.0002,0.0001,319,0.0027,0.0010,,150
RN11,UW-066998,SA-022586,2.3665,1.2670,251,27.4469,10.2710,1977,95
RO0A,UW-064525,ON-064566,0.0192,0.0076,213,0.1959,0.0600,1900,
RO0B,UW-064525,ON-024132,4.1595,0.9292,671,35.4437,8.8500,2003,400
RO0Y,UW-064525,ON-024133,0.0102,0.0060,319,0.1380,0.0500,,150
RO0Z,UW-064525,ON-024134,0.0102,0.0060,319,0.1380,0.0500,,150
RO11,UW-064525,SA-064570,1.8069,1.0608,319,24.2339,8.7810,1985,150
RO21,UW-064525,SA-064569,1.9159,1.1251,319,25.6810,9.3050,1988,150
RO31,UW-064525,SA-064569,2.2415,1.2899,237,30.4369,10.6280,1972,120
RR01,UW-065039,SA-022065,0.6394,0.3653,251,8.2925,3.0120,1989,95
RR02,UW-065039,SA-022138,7.4957,3.7571,251,78.1949,30.0380,1900,95
RR03,SA-022724,UW-065039,0.8779,0.7636,319,22.2591,6.8030,1982,150
RR0A,UW-065039,ON-022543,0.0001,0.0001,471,0.0035,0.0010,,300
RR0B,UW-065039,ON-022544,0.8032,0.7195,417,21.2124,6.4280,2003,240
RR0C,UW-065039,ON-022545,0.0001,0.0001,471,0.0035,0.0010,,300
RR11,SA-021791,SA-065041,2.9438,1.6984,251,38.4549,14.0120,1994,95
RR12,SA-065041,SA-021819,4.7699,2.4895,251,53.2064,20.1010,1991,95
RR13,SA-065041,ON-050338,1.2816,0.7527,319,17.1831,6.2260,2000,150
RR16,SA-021791,SA-065041,3.3537,1.9438,251,44.0833,16.0400,1991,95
RR18,UW-067930,SA-065041,2.4704,1.8107,319,48.3251,15.6790,1985,150
RR19,SA-023076,SA-065041,2.7435,1.4429,251,30.9709,11.6660,1997,95
RR1A,SA-022724,ON-024149,0.8135,0.4819,319,10.9176,3.9500,,150
RR21,UW-065039,ON-002794,3.0413,1.6561,251,36.2965,13.4940,1991,95
RR22,SA-065041,UW-065039,3.3819,2.1042,319,50.3738,17.6480,1992,150
RR31,UW-065039,SA-023066,3.4659,1.7328,251,36.0182,13.8500,1983,95
RR33,SA-023066,ON-067273,2.4644,1.4405,251,32.8122,11.9060,1983,95
RR41,UW-065039,SA-000026,2.7890,2.1793,213,61.0495,19.1090,1997,150
RR42,SA-023066,SA-000026,1.9380,1.0853,251,24.1637,8.8940,1992,95
RR4A,SA-000026,ON-004726,0.0002,0.0001,319,0.0027,0.0010,,150
RR51,UW-065039,ON-050946,2.1859,1.2833,319,29.3043,10.6180,1990,150
RR53,UW-100983,UW-065039,4.1326,2.4207,251,56.4455,20.1080,1987,95
RR61,ON-067850,SA-067793,1.3908,0.6922,251,14.3292,5.5225,1988,95
RR62,SA-067792,ON-067850,1.2908,0.5704,251,10.8175,4.4160,1986,95
RR71,UW-065039,SA-021505,7.1712,3.6455,251,76.5951,29.2480,1986,95
RR73,ON-050382,ON-050976,1.1937,0.7008,319,15.9992,5.7970,2002,150
RR81,UW-065039,SA-021791,1.3164,0.7329,251,16.3447,6.0090,1990,95
RR82,UW-065039,SA-021791,0.8096,0.4750,319,10.8623,3.9360,1999,150
RR83,SA-021791,SA-022065,1.0519,0.5974,251,13.4119,4.9130,1989,95
RR84,UW-065039,SA-021791,1.4021,0.8076,285,18.2112,6.6510,1991,120
RR91,UW-065039,SA-021791,0.6721,0.3945,319,9.0111,3.2650,1998,150
RS0A,ON-000980,ON-000979,0.1980,0.1773,417,5.2305,1.5850,,240
RS0Z,UW-050005,ON-024142,0.0002,0.0001,319,0.0027,0.0010,,150
RT0B,UW-100983,ON-002862,0.0002,0.0001,319,0.0027,0.0010,,150
RT12,UW-100983,SA-000003,0.6826,0.8792,535,34.2616,8.7760,,400
RT13,SA-000003,SA-067792,3.9678,2.0831,251,44.8825,16.8420,1986,95
RT14,ON-050946,SA-000003,1.7617,1.0338,319,23.6271,8.5610,1999,150
RT1A,SA-000003,ON-002521,0.3200,0.3520,471,11.4560,3.2000,,
RU01,UW-062256,ON-003075,4.3813,2.3401,251,50.6639,18.9740,1986,95
RU02,UW-062256,SA-061440,7.3478,3.9809,208,87.3296,32.3980,1972,95
RU03,UW-062256,SA-022197,4.9935,2.9325,319,66.9486,24.2570,1987,150
RU0A,UW-062256,ON-024096,0.0853,0.0763,417,2.2539,0.6830,1998,240
RU0B,UW-062256,ON-024097,0.6240,0.8000,535,31.2000,8.0000,2000,400
RU0C,UW-062256,ON-024098,0.0002,0.0001,319,0.0027,0.0010,,150
RU0D,UW-062256,ON-000866,0.0002,0.0001,319,0.0027,0.0010,,150
RU0G,UW-062256,ON-000851,0.0002,0.0001,319,0.0027,0.0010,,150
RU11,UW-062256,SA-060883,3.0188,1.6152,208,37.5357,13.1570,1974,95
RU12,SA-060883,UW-062256,3.5147,2.0080,251,45.1965,16.5230,1986,95
RU15,SA-060883,SA-061440,4.4707,2.5649,251,58.2354,21.1370,1990,95
RU16,SA-060883,SA-022197,2.8645,1.5584,251,34.1632,12.7035,1991,95
RV01,UW-060102,SA-061439,5.1091,2.5088,208,52.0069,19.9720,1979,95
RV02,UW-060102,SA-061439,5.0072,2.2329,208,44.2715,17.3450,1900,95
RV0A,UW-060102,ON-024126,0.0002,0.0001,319,0.0027,0.0010,,150
RV0B,UW-060102,ON-000867,0.0002,0.0001,319,0.0027,0.0010,,150
RV21,UW-060102,SA-022138,4.4565,2.4758,251,54.8858,20.2590,1989,95
RV31,UW-060102,SA-022197,4.1491,1.9754,208,40.3155,15.6030,1976,95
RV32,SA-022197,ON-061095,1.6577,0.8424,251,17.6949,6.7580,1991,95
RV41,UW-060102,ON-061095,2.7054,1.4062,251,29.9524,11.3360,1991,95
RV42,ON-061095,ON-050804,0.3624,0.1596,251,3.0199,1.2350,1993,95
RV51,SA-022197,ON-064414,3.0071,1.6968,251,37.9286,13.9250,1986,95
RV52,UW-060102,ON-064414,4.8294,2.6988,251,60.0130,22.1070,1988,95
RV53,SA-021762,ON-064414,0.5044,0.2962,319,6.7619,2.4500,1998,150
RV61,UW-060102,SA-021505,2.9927,1.6245,251,35.5520,13.2320,1981,95
RW01,UW-064567,UW-062256,4.1300,2.4224,237,55.4110,20.0390,1971,120
RW04,UW-064567,SA-100435,3.9111,2.2964,319,52.4383,19.0000,1985,150
RW06,UW-064567,SA-064570,2.5256,1.4827,319,33.8635,12.2700,1989,150
RW0A,UW-064567,ON-001813,0.0002,0.0001,319,0.0027,0.0010,,150
RW0B,UW-064567,ON-002387,0.5750,0.5770,285,21.0306,5.5850,,120
RW14,UW-064567,SA-064569,2.7127,1.5717,237,36.6728,12.9750,1971,120
RW18,UW-064567,SA-064569,2.0936,1.2280,275,28.6566,10.1730,1985,150
RW21,UW-064567,ON-003075,1.1214,0.6515,237,15.1599,5.3680,1972,120
RW22,UW-064567,ON-003075,1.7700,1.0394,298,23.7457,8.6040,1983,150
RW31,SA-064570,SA-100435,1.5292,0.8979,319,20.5034,7.4290,1988,150
RW41,SA-100435,SA-021762,4.2863,2.5167,319,57.4612,20.8200,1999,150
RW4Z,SA-100435,ON-004011,0.0002,0.0001,319,0.0027,0.0010,,150
RZ03,UW-066244,SA-022127,2.8840,1.6273,251,36.3847,13.3580,1983,95
RZ04,UW-066244,ON-001611,2.1005,1.1612,251,25.8870,9.5000,1990,95
RZ05,ON-001611,ON-021540,0.0725,0.0297,251,0.5335,0.2270,1988,95
RZ0A,UW-066244,ON-022546,0.8645,0.7744,417,22.8393,6.9210,2000,240
RZ0B,UW-066244,ON-003584,0.0004,0.0001,210,0.0021,0.0010,,70
RZ0C,UW-066244,ON-003587,0.0004,0.0001,210,0.0021,0.0010,,70
RZ0D,UW-066244,ON-003588,0.0004,0.0001,210,0.0021,0.0010,,70
RZ0E,UW-066244,ON-003585,0.0004,0.0001,210,0.0021,0.0010,,70
RZ0F,UW-066244,ON-003586,0.0004,0.0001,210,0.0021,0.0010,,70
RZ0G,UW-066244,ON-003583,0.0004,0.0001,210,0.0021,0.0010,,70
RZ0H,UW-066244,ON-001746,0.0004,0.0001,210,0.0021,0.0010,,70
RZ0X,UW-066244,ON-004692,0.0002,0.0001,319,0.0027,0.0010,,150
RZ0Y,UW-066244,ON-004691,0.0002,0.0001,319,0.0027,0.0010,,150
RZ11,SA-022127,ON-001611,0.9185,0.6824,319,18.3604,5.9250,1997,150
RZ12,UW-100983,UW-066244,3.6989,2.0167,208,47.8068,16.6460,1974,95
RZ42,UW-066244,ON-065372,3.5799,2.0792,251,47.2285,17.1720,1991,95
RZ4A,ON-024848,ON-000975,0.0002,0.0001,319,0.0027,0.0010,,150
RZ51,UW-066244,SA-100805,1.5188,1.9499,535,76.0461,19.4990,2005,400
RZ52,SA-100805,SA-065344,4.2307,2.4279,251,54.8029,20.0040,1992,95
RZ61,UW-066244,SA-021638,3.2813,1.9264,319,43.9925,15.9400,1991,150
RZ62,SA-000003,SA-021638,1.4696,0.8935,319,20.9998,7.4530,1999,150
RZ63,SA-021638,SA-067793,2.9669,1.7419,319,39.7755,14.4120,1997,150
RZ64,SA-021638,SA-022127,1.8550,1.0891,319,24.8667,9.0100,2000,150
RZ71,UW-066244,SA-021955,0.8919,1.1446,535,44.6394,11.4460,2005,400
RZ72,UW-100983,SA-021955,2.4771,1.5072,319,36.0170,12.6460,1992,150
RZ73,SA-021955,UW-066244,6.9851,4.0725,251,92.6617,33.6480,1989,95
RZ74,SA-021955,ON-050972,2.1812,1.2815,319,29.2545,10.5990,1986,150
RZ7A,ON-021807,ON-000586,0.0002,0.0001,319,0.0027,0.0010,,150
SB01,SA-066581,UW-062533,1.2518,0.8534,319,21.7724,7.2880,2000,150
SB04,UW-062533,ON-050670,0.0090,0.0053,319,0.1214,0.0440,2001,150
SB0A,UW-062533,ON-001472,0.5928,0.8001,535,30.5180,7.6200,,400
SB0B,UW-062533,ON-004454,0.0002,0.0001,319,0.0027,0.0010,,150
SB0W,UW-062533,ON-003600,0.0002,0.0001,319,0.0027,0.0010,,150
SB0X,UW-062533,ON-003599,0.0002,0.0001,319,0.0027,0.0010,,150
SB0Y,UW-062533,ON-003598,0.0002,0.0001,319,0.0027,0.0010,,150
SB0Z,UW-062533,ON-024154,0.0002,0.0001,319,0.0027,0.0010,2001,150
SB21,UW-062533,SA-022120,2.6684,1.7357,251,45.6875,14.9940,1984,95
SB22,SA-066581,SA-022120,4.0864,2.3482,251,53.0419,19.3540,1986,95
SB23,ON-051117,ON-062458,1.4469,0.8488,319,19.4200,7.0370,2000,150
SC0P,UW-066579,ON-004690,0.0002,0.0001,319,0.0027,0.0010,,150
SC0Q,UW-066579,ON-004689,0.0002,0.0001,319,0.0027,0.0010,,150
SC0R,UW-066579,ON-003597,0.0002,0.0001,319,0.0027,0.0010,,150
SC0S,UW-066579,ON-003596,0.0002,0.0001,319,0.0027,0.0010,,150
SC0T,UW-066579,ON-003595,0.0002,0.0001,319,0.0027,0.0010,,150
SC0U,UW-066579,ON-003594,0.0002,0.0001,319,0.0027,0.0010,,150
SC0V,UW-066579,ON-003593,0.0002,0.0001,319,0.0027,0.0010,,150
SC0W,UW-066579,ON-003592,0.0002,0.0001,319,0.0027,0.0010,,150
SC0X,UW-066579,ON-003591,0.0002,0.0001,319,0.0027,0.0010,,150
SC0Y,UW-066579,ON-003590,0.0002,0.0001,319,0.0027,0.0010,,150
SC0Z,UW-066579,ON-024155,0.0002,0.0001,319,0.0027,0.0010,,150
SC21,SA-066041,ON-050627,2.2695,1.2158,213,26.6085,9.8810,1974,95
SC23,SA-021734,SA-066041,2.7417,1.4845,213,33.5468,12.1270,1980,95
SH01,UW-063355,SA-022196,4.0435,2.2660,208,52.1586,18.6050,1970,95
SH11,UW-063355,SA-063356,0.4486,0.2690,244,7.8505,2.2770,1900,150
SH12,UW-063355,SA-063356,0.3807,0.2241,275,5.3624,1.8520,1980,150
SH13,UW-063355,SA-063356,0.8929,0.4299,208,9.0441,3.4180,1900,95
SH14,SA-063356,SA-063358,0.4176,0.2433,275,8.4370,2.0290,1990,150
SH15,SA-063356,SA-063358,0.8345,0.4872,275,15.1972,4.0580,1900,150
SH16,SA-063356,SA-062773,1.6443,0.9651,319,22.0486,7.9890,1992,150
SH1A,UW-063355,ON-004557,0.0002,0.0001,319,0.0027,0.0010,,150
SH21,UW-063355,SA-021501,3.4284,1.7188,208,41.2559,13.8200,1900,95
SH22,UW-063355,SA-021501,2.5803,1.4384,208,35.5125,11.8000,1968,95
SH23,UW-063355,SA-021501,2.6060,1.4286,208,33.3897,11.6800,1970,95
SH31,SA-063202,SA-022196,2.0725,1.2168,319,27.7892,10.0690,1990,150
SH32,SA-063202,ON-100765,1.2466,0.7270,237,17.8143,6.0210,1970,120
SH33,UW-063355,SA-063202,3.0392,1.7845,319,40.7521,14.7660,1986,150
SH3A,SA-063202,ON-021725,0.1891,0.1110,319,2.5336,0.9180,2002,150
SH41,SA-021501,ON-050024,0.5069,0.2975,319,6.7948,2.4620,2000,150
SH52,SA-063360,SA-022196,1.6938,0.9935,275,23.9937,8.2310,1976,150
SH61,UW-063355,SA-062773,3.3033,1.9394,298,44.3006,16.2380,1982,150
SH62,UW-063355,ON-063260,1.7973,0.9812,208,24.6565,8.0360,1900,95
SH72,SA-063202,ON-063260,2.0568,1.1199,208,25.7058,9.1310,1900,95
SH81,SA-022196,ON-063289,0.5144,0.2824,251,6.2179,2.3050,1992,95
SI01,UW-021904,SA-021903,0.4480,0.5749,535,22.4211,5.7490,2005,400
SI02,UW-021904,SA-021903,0.4737,0.6080,535,23.7120,6.0800,2005,400
SJ01,UW-062847,UW-062533,5.1829,2.9417,208,75.6024,24.2550,1972,95
SJ02,UW-062847,SA-062848,1.1554,0.6794,298,15.4989,5.6140,1984,150
SJ03,UW-062847,ON-063260,2.9725,1.7261,208,39.7948,14.2670,1972,95
SJ0A,UW-062847,ON-004755,0.0002,0.0001,319,0.0027,0.0010,,150
SJ11,UW-062847,SA-062848,0.9535,0.5510,208,12.6496,4.5490,1971,95
SJ21,SA-062848,SA-062667,3.1760,1.7725,208,40.1725,14.5240,1969,95
SJ31,UW-062847,SA-062965,1.1999,0.7043,319,16.0874,5.8290,1986,150
SJ32,UW-062847,SA-062965,2.0277,1.1905,319,27.1877,9.8510,1997,150
SJ33,SA-062848,SA-062965,1.8510,1.0865,319,24.8248,8.9950,1987,150
SJ34,SA-062965,ON-000115,0.6146,0.3394,208,7.9001,2.7760,1970,95
SJ35,SA-062965,SA-022788,2.0610,1.2099,319,27.6347,10.0130,1977,150
SJ3A,SA-062965,ON-024160,0.5313,0.3121,319,7.1208,2.5800,,150
SJ41,SA-062965,SA-022788,1.2953,0.7601,319,17.3759,6.2960,1985,150
SJ42,SA-022788,ON-062760,1.6525,0.9702,319,22.1562,8.0280,1997,150
SJ51,UW-062847,SA-062773,0.7284,0.6524,417,19.2456,5.8320,,240
SJ52,UW-062847,SA-062773,1.3863,0.8964,298,22.0441,7.5710,1979,150
SJ54,SA-062773,ON-063506,1.4751,0.8117,208,18.6435,6.6430,1970,95
SJ5A,SA-062773,ON-021706,0.7868,0.4619,319,10.5485,3.8220,2000,150
SJ61,SA-062965,ON-062903,1.4723,0.7224,208,17.4340,5.7980,1971,95
SJ62,ON-062903,ON-062905,0.3338,0.1960,319,4.4739,1.6210,1993,150
SK02,UW-066344,ON-066445,1.1319,0.7673,319,19.5014,6.5450,1995,150
SK31,SA-066345,SA-066351,2.6928,1.5654,251,35.5387,12.9190,1980,95
SK32,SA-066345,SA-066351,3.0922,1.6991,251,37.4079,13.8640,1978,95
SL01,UW-062649,SA-000023,0.7557,0.9703,535,37.8417,9.7030,,400
SL02,UW-062649,SA-022788,3.7432,2.1976,319,50.1909,18.1860,1990,150
SL03,UW-062649,SA-000023,2.0383,1.1969,319,27.3284,9.9020,1988,150
SL04,UW-062649,SA-000023,1.4537,0.8537,319,19.4825,7.0590,1999,150
SL09,SA-066248,ON-066302,1.5319,0.7141,251,14.1221,5.6080,1985,95
SL0A,UW-062649,ON-003725,0.0002,0.0001,319,0.0027,0.0010,,150
SL0B,UW-062649,ON-004756,0.0002,0.0001,319,0.0027,0.0010,,150
SL11,SA-021993,SA-066248,2.6738,1.2277,251,24.0046,9.6040,1987,95
SL12,SA-021993,SA-066248,0.9098,0.5342,319,12.2014,4.4210,1990,150
SL21,UW-062649,ON-062760,1.5866,0.9317,319,21.2708,7.7070,1999,150
SL31,SA-000023,SA-021993,2.7999,1.6439,319,37.5370,13.6010,1987,150
SL32,SA-000023,SA-066248,3.1354,1.7186,251,37.8090,14.0230,1988,95
SM01,SA-021993,UW-066344,4.4638,2.6083,251,59.4215,21.5630,1990,95
SM02,UW-066344,SA-066345,2.0695,1.2153,275,28.3003,10.0600,1973,150
SM03,UW-066344,SA-066345,1.0195,0.5687,208,13.2022,4.6630,1970,95
SM04,UW-066344,SA-066345,3.1779,1.6757,180,42.0399,13.6800,1900,150
SM05,UW-066344,SA-066345,1.6814,0.8779,213,22.6670,7.1730,1969,150
SM07,UW-066344,SA-066345,0.3360,0.3009,417,8.8803,2.6910,1995,240
SM0A,UW-066344,ON-022458,2.4911,1.2478,222,28.2734,9.3240,2003,150
SM0B,UW-066344,ON-022456,0.0590,0.0346,319,0.7921,0.2870,2003,150
SM0C,UW-066344,ON-022456,0.0592,0.0347,319,0.7948,0.2880,2003,150
SM10,SA-066248,ON-066286,0.8757,0.4787,251,11.7487,3.9090,1900,95
SM11,SA-066248,ON-066319,0.4934,0.2898,319,6.6156,2.3970,1993,150
SM12,SA-066248,SA-021993,4.9095,2.4206,213,50.2368,19.2940,1977,95
SM13,SA-021993,SA-066248,1.4244,0.8122,251,18.2775,6.6860,1990,95
SM1A,ON-066319,ON-004536,0.0002,0.0001,319,0.0027,0.0010,,150
SM21,UW-066344,ON-066319,2.5418,1.4925,319,34.0687,12.3440,1993,150
SM31,UW-066344,SA-066345,1.1145,0.6304,213,14.5395,5.1940,1968,150
SN01,UW-063004,SA-063202,3.6619,1.9239,251,41.2700,15.5520,1989,95
SN02,UW-063004,SA-063005,0.5586,0.2787,208,6.7145,2.2360,1968,95
SN03,UW-063004,ON-062458,3.7690,2.0906,251,46.3352,17.1110,1982,95
SN04,UW-063004,SA-022196,3.5563,1.8075,208,40.0916,14.5170,1970,95
SN0A,UW-063004,ON-024162,1.4355,0.8433,319,19.2372,6.9700,2006,150
SN11,UW-063004,SA-063006,0.6537,0.3308,208,9.2974,2.6450,1971,95
SN13,SA-022665,SA-067651,3.2314,1.6249,251,33.9028,13.0050,1986,95
SN24,SA-063005,ON-000730,0.4460,0.2148,208,5.1520,1.7130,1971,95
SN31,UW-063004,SA-022665,2.6838,1.5606,208,35.9474,12.9030,1973,95
SN32,UW-063004,ON-063059,1.4785,0.8536,208,19.6146,7.0510,1974,95
SN33,UW-063004,SA-022665,1.8878,1.0972,208,25.1656,9.7190,1966,95
SN41,UW-063004,ON-063024,0.8943,0.5176,237,12.1120,4.2740,1974,120
SN42,ON-063024,ON-063073,0.8223,0.4178,208,9.9980,3.3650,1969,95
SN43,ON-063024,ON-063150,0.0828,0.0345,251,0.6223,0.2630,1981,95
SN44,ON-063024,SA-022665,0.8268,0.4858,319,11.0915,4.0180,1986,150
SN51,UW-063004,ON-063094,0.8167,0.4032,237,10.4991,3.2080,1971,95
SN61,ON-062458,SA-022120,1.2279,0.7205,319,16.4702,5.9680,1992,150
SO0K,UW-066577,ON-004685,0.0002,0.0001,319,0.0027,0.0010,,150
SO0L,UW-066577,ON-004686,0.0002,0.0001,319,0.0027,0.0010,,150
SO0M,UW-066577,ON-004687,0.0002,0.0001,319,0.0027,0.0010,,150
SO0N,UW-066577,ON-003695,0.0002,0.0001,319,0.0027,0.0010,,150
SO0O,UW-066577,ON-003694,0.0002,0.0001,319,0.0027,0.0010,,150
SO0P,UW-066577,ON-003693,0.0002,0.0001,319,0.0027,0.0010,,150
SO0Q,UW-066577,ON-003692,0.0002,0.0001,319,0.0027,0.0010,,150
SO0R,UW-066577,ON-003691,0.0002,0.0001,319,0.0027,0.0010,,150
SO0S,UW-066577,ON-003689,0.0002,0.0001,319,0.0027,0.0010,,150
SO0T,UW-066577,ON-003688,0.0002,0.0001,319,0.0027,0.0010,,150
SO0U,UW-066577,ON-003687,0.0002,0.0001,319,0.0027,0.0010,,150
SO0V,UW-066577,ON-003686,0.0002,0.0001,319,0.0027,0.0010,,150
SO0W,UW-066577,ON-003685,0.0002,0.0001,319,0.0027,0.0010,,150
SO0X,UW-066577,ON-003683,0.0002,0.0001,319,0.0027,0.0010,,150
SO0Y,UW-066577,ON-002415,0.0002,0.0001,319,0.0027,0.0010,,150
SO0Z,UW-066577,ON-024156,0.0002,0.0001,319,0.0027,0.0010,,150
SO1W,UW-021904,ON-004688,0.0002,0.0001,319,0.0027,0.0010,,150
SO1X,UW-021904,ON-003904,0.0002,0.0001,319,0.0027,0.0010,,150
SO1Y,UW-021904,ON-003903,0.0002,0.0001,319,0.0027,0.0010,,150
SO1Z,UW-021904,ON-003902,0.0002,0.0001,319,0.0027,0.0010,,150
SP01,SA-062773,UW-064031,2.6376,1.4885,208,34.0101,12.2250,1970,95
SP02,UW-064031,UW-062847,3.1274,1.7733,251,39.7629,14.5730,1988,95
SP03,UW-064031,SA-022788,3.9201,2.2945,251,52.2905,18.9670,1983,95
SP04,SA-000005,UW-064031,1.4965,0.8396,251,18.7147,6.8840,1987,95
SP06,UW-064031,ON-062648,0.9845,0.5268,208,11.9204,4.2810,1972,95
SP0B,UW-064031,ON-024163,0.6341,0.3743,319,8.5077,3.0800,1988,150
SP0C,UW-064031,ON-000965,0.0002,0.0001,319,0.0027,0.0010,,150
SP0Z,UW-064031,ON-000098,0.0002,0.0001,319,0.0027,0.0010,,150
SP12,UW-064031,ON-064032,1.5716,0.9228,319,21.0745,7.6360,1980,150
SR01,UW-065760,SA-021579,4.3706,2.4723,251,55.3324,20.2980,1991,95
SR0A,UW-065760,ON-001334,0.8591,1.4829,285,79.9508,15.9660,2007,630
SR0B,UW-065760,ON-022791,0.3828,0.6911,692,38.3512,7.5200,2008,630
SR0C,SA-021734,ON-004772,0.0002,0.0001,319,0.0027,0.0010,,150
SR0W,UW-065760,ON-003682,0.0002,0.0001,319,0.0027,0.0010,,150
SR0X,UW-065760,ON-003680,0.0002,0.0001,319,0.0027,0.0010,,150
SR0Y,UW-065760,ON-024157,0.0002,0.0001,319,0.0027,0.0010,,150
SR0Z,UW-065760,ON-024157,0.0002,0.0001,319,0.0027,0.0010,,150
SR11,SA-064907,ON-065762,1.3500,0.7869,251,17.9075,6.5030,1990,95
SR12,SA-064907,ON-065916,2.0376,1.0499,213,23.5936,8.4980,1977,95
SR13,SA-064907,ON-065470,1.3475,0.7911,319,18.0684,6.5470,1995,150
SR14,SA-064907,SA-022195,3.8563,1.8777,251,38.3281,14.9100,1985,95
SR21,SA-021875,UW-065760,3.5294,2.0621,251,47.8541,17.0870,1993,95
SR22,SA-021875,ON-065097,1.4197,0.7628,251,16.5929,6.1990,1987,95
SR23,SA-021875,UW-021904,3.8759,1.9284,251,39.9167,15.3840,1980,95
SR24,UW-065760,SA-021875,3.3763,1.9005,251,42.4468,15.5960,1986,95
SR25,SA-021875,SA-022195,3.8668,1.6944,251,31.8962,13.0830,1987,95
SR41,UW-065760,SA-021763,2.0404,1.1274,251,24.9080,9.2120,1986,95
SR43,SA-021734,SA-021763,3.2518,1.9076,251,43.5638,15.7880,1992,95
SR51,UW-065760,SA-021889,2.9327,1.7426,251,40.6155,14.4720,1987,95
SR52,SA-021889,SA-066041,2.2322,1.3106,319,29.9228,10.8420,1995,150
SR53,SA-021889,ON-050760,2.2497,1.2746,251,28.5705,10.4740,1987,95
SR54,UW-021904,SA-021889,4.5532,2.3530,213,50.2231,18.9570,1972,95
SR71,ON-065002,ON-065762,0.6305,0.3163,251,6.5951,2.5320,1993,95
SR72,ON-065762,ON-065916,2.3467,1.1520,251,23.6494,9.1670,1994,95
SR81,ON-065097,ON-065545,1.0477,0.5842,251,12.9674,4.7810,1994,95
SR82,UW-021904,ON-065097,2.2365,1.1545,251,24.5139,9.3010,1991,95
SR91,SA-021734,UW-065760,2.7868,1.6358,319,37.3660,13.5390,1989,150
SR92,SA-021734,UW-065760,3.2312,2.0424,285,49.4985,17.1800,1989,120
SR93,SA-021734,SA-021889,2.3389,1.3730,319,31.3602,11.3630,1993,150
SS01,UW-063757,SA-021501,2.5701,1.4230,208,33.0941,11.6590,1972,95
SS02,UW-063757,SA-021501,6.5988,3.6195,208,80.8190,29.5610,1971,95
SS03,ON-063458,SA-021501,1.3086,0.6924,208,15.7993,5.6240,1972,95
SS11,SA-063358,UW-063757,3.0004,1.4956,208,38.0306,12.0160,1900,95
SS14,SA-063358,ON-063461,0.4713,0.2762,275,7.0573,2.2920,1987,150
SS15,SA-063358,ON-063616,0.3037,0.1233,150,3.1286,0.9400,1900,95
SS16,SA-063358,ON-100973,2.2414,1.2173,208,28.1407,9.9310,1900,95
SS17,SA-063358,UW-063757,2.7800,1.4350,208,35.6103,11.6070,1900,95
SS31,UW-063757,SA-000005,2.6017,1.4057,208,31.9270,11.4540,1972,95
SS32,UW-063757,SA-000005,2.0681,1.0418,208,24.8743,8.4080,1900,95
SS33,SA-000005,UW-063757,2.3600,1.2728,208,28.4735,10.3770,1974,95
SS51,UW-063757,ON-003716,0.3114,0.1815,275,5.9408,1.5140,1974,150
SS52,UW-063757,ON-003716,0.2948,0.1720,275,5.3656,1.4340,1974,150
SS61,UW-063757,ON-100973,0.3692,0.2154,275,6.3362,2.2740,1900,150
ST01,UW-063867,SA-021950,1.1254,0.6609,319,15.0963,5.4700,1992,150
ST02,UW-063867,ON-062538,2.0518,1.1432,208,25.7461,9.3670,1969,95
ST03,UW-063867,SA-021950,2.1336,1.1199,208,26.4810,9.0980,1970,95
ST04,UW-063867,SA-022296,1.9708,1.1572,319,26.4178,9.5720,1989,150
ST05,UW-063867,SA-066581,2.2564,1.3244,319,30.2588,10.9640,1996,150
ST06,UW-063867,SA-066581,3.1801,1.8499,251,42.0407,15.2780,1989,95
ST0A,UW-063867,ON-024164,0.4513,0.5773,471,22.4691,5.7670,2001,300
ST0B,UW-063867,ON-001747,0.0002,0.0001,319,0.0027,0.0010,,150
ST11,UW-063867,SA-062667,3.5982,1.9791,213,44.4967,16.1950,1900,95
ST12,UW-063867,SA-062667,3.1147,1.7617,251,39.4609,14.4670,1987,95
ST13,SA-062667,ON-062903,3.0361,1.7826,319,40.7165,14.7530,1990,150
